,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,true_category,kmeans_5_pred_category,X_pca_2d_1,X_pca_2d_2
0,-0.30375639666406673,0.27194295914273076,-1.2984626008371403,-1.4895959280704898,-0.48456497905516677,-1.6228858194182445,-0.9361912159232996,-0.2292770172733722,0.6029006330108476,0.20638050347213832,0,3,0.5466126136320584,-0.6151492584441125
1,-0.20053269350495748,-0.304371161443795,-0.9729552659047608,-2.0028132688262854,-0.6514901016539962,-1.7962429307900836,-0.6043267628169179,-0.1264362861178377,1.27256776437358,-0.06419889239891786,0,3,0.24123442647508395,-1.2256022629493504
2,1.3509725545513604,0.9304832326185586,-0.4324286549382731,0.5533710066776127,-0.4591882287917901,0.1295295542370412,1.4072036399893444,-0.4535642673103349,1.0645573577126894,-1.0273698418923336,4,0,1.6993763021262693,-1.4147468835157109
3,-0.5327151507551674,0.016720496919000887,-0.7855541073574397,0.755822306922589,-0.9143082860934388,0.8560172756657699,-0.0703068505688023,0.5177103085275184,0.422727842254661,-0.9490360612156628,1,4,0.4937643929798329,-1.0998270572441535
4,-0.8063426680051045,0.4974194451380406,-0.8167076352000774,1.6648046527516294,-0.5257398064198106,0.31708079791894106,-0.30529557864476853,0.5351013332162734,0.0016932028876308575,-1.537525750879035,1,4,0.5276059730753687,-1.151416318244988
5,1.5582285679996886,0.33945062983029956,-0.23664931281798715,0.7142315693933994,-0.9123944759522039,-0.37363309885917156,1.5183055964976406,-0.48094971338951936,0.8137005080466168,-1.0051611053606728,4,0,1.2984486824130625,-1.8750249303534237
6,1.2558123942977066,-0.13368405971260977,0.021685851348118457,0.47212579656633397,-0.7774126332615573,-0.07647047139784979,1.2806229868648873,-0.2604140692770488,0.7956092232292736,-1.0272527226000858,4,0,0.8089220519873023,-1.6806011861659227
7,0.7201075789264723,1.1821691067429143,-0.047365649529209373,0.21235530322145438,1.0079743736624942,0.8409235151941135,-1.2738898364872246,-1.2958979255218916,0.054492815191438386,1.1841417641308312,2,2,1.6957934638553682,2.3009351135413456
8,-0.3833135701527316,0.5491456033199424,-0.8963054970118486,1.4088950780666314,-0.8345799612887408,0.8463472412915675,0.28318245623130556,0.9008862764116089,-1.1104683762124308,-0.7199924730671995,1,4,0.15177088465894154,-0.6990543847375819
9,0.7975345719010978,1.4672662067617146,-0.05837836179018265,0.9636270266749563,1.5158845930361267,1.077633771632318,-1.180128655372441,-1.3139225107154902,-0.25273829834804784,1.190727331297469,2,2,1.8338923737229396,2.724548430237491
10,1.3859685156828154,-0.08529496983583716,-0.4658265951620426,0.7180683613822876,-0.9238973402017727,-0.22941636378491856,1.6571121417046368,-0.17429449897196858,-0.1704656843771215,-1.4895682614884647,4,0,0.7328720078344834,-2.065576650041715
11,-1.1093889483664612,-1.9387866395321336,1.665944266268184,-0.5684768413849578,0.973908129532132,-0.5600281313595759,0.584231746170384,1.9262775100652054,-0.918765636647477,0.947933077860212,3,1,-3.7496603351733704,0.6085306345303603
12,-0.2985264022910632,0.055988686064727775,-0.8036795873820021,-1.9741645865814073,-0.4057220438081682,-1.557221439870182,-0.6990016114667927,-0.3267972642603949,1.6891964938203061,0.32185424275903246,0,3,0.5226896727803574,-0.7384302702808404
